premise,hypothesis,label
by auditors in order to identify policy and related control deficiencies.,Auditors are only responsible for policy and control deficiencies.,1
"If gambling isn't your scene, the Casino entertainment complex goes for the tropicalia quotient with its Copacabana Bar,  which has live music Wednesday Saturday, and Rio Restaurant, which stages cabaret dinner shows and Brazilian samba extravaganzas (Tuesday Saturday).","You can't gamble at the Casino, it only has other forms of entertainment.",0
has been hasn't been too much rain which is really nice because last week all that rain and it was just bad with all the flooding when uh Trinity Mills Road flooded over all those times you couldn't i couldn't pass by it,There was a major storm for two weeks that flooded Trinity Mills road.,1
that's been probably oh five six seven years ago since,The event happened ten years ago.,0
"The valley on the opposite side of the road, south of the pousada, is known as Serra de Agua, and lays claim to the distinction of being the island's first hydro-electric power station.",The valley is across the street and down the hill.,1
"A new book by Alan Ehrenhalt, The Lost City , is subtitled Discovering the Forgotten Virtues of Community in the Chicago of the 1950s .",Ehrenhalt released a new book about the mob in Chicago.,1
"Your CarboMedics valve, he said, his eyes shining, is beautiful.",The CarboMedics valve was responsible for keeping you alive.,1
Such records can provide valuable input for risk assessments and budgetary decisions.,Records such as these are not very useful.,0
"The bias continues in the United States, sometimes from the larger Mexican mainstream.",The only ethnic group not accused of bias were the Mexicans. ,0
The lady carrying the big bag is walking under the trees in bloom.,A man is sweeping his driveway.,0
(One charter company claimed all its kindergartners could read when most couldn't.),One charter company claimed all its kindergartners could read and were correct.,0
a lone surfboarder on a white surfboard flying through the air over a wave,A lone surfboarder on a a white surfboard is riding the waves.,1
The instinct that led me to insist on examining those coffeecups. ,I didn't really think I needed to check out those coffee cups.,0
Start by looking at the range of goods in the department stores and hundreds of specialty shops in the underground shopping centers before going off to find better prices at discount shops.,One should start their shopping at the discount shops.,0
"Perhaps, said Jon.","Maybe, but probably not, said Jon.",1
yeah that's what i hear so i'm hoping i think they have a really quick reproduction cycle of only like thirty days or something,They have the longest reproduction cycles I know of.,0
Captain Bayliss is still too army to give any such orders.,Captain Bayliss is in charge of the whole operation.,1
Québec is not a member of any confederation or subconfederation as they are wholly a part of Canada.,Québec is not a member of FIFA or any confederation or subconfederation as they are wholly a part of Canada.,1
 They must be growing smaller again.,They are definitely increasing in size again.  ,0
But surely these two superstore chains are already big enough to squeeze suppliers quite effectively.,There are more than a dozen other superstore chains.,1
i have a three and a half year old and a one and a half year old and the little one of course is could care less the uh three and a half year old has just gotten to the point we got him a little pole last year and just put uh,I don't have kids.,0
"For example, Bruce Barton's The Man Nobody Knows , a best seller in 1925-26, portrays Jesus as the ultimate businessman."," ""The Man Nobody Knows,"" by Bruce Barton, was never a best seller.",0
What do I know about business? ,Do I know anything about running a business?,1
a wedding in Atlanta this month so we're looking forward to that,We'll make a weekend trip out of it and enjoy Atlanta.,1
"In King's letter from the Birmingham jail, where he languished for a week in April 1963, he pulled up hope in paired phrases of secular and religious faith, repeatedly invoking constitutional and God-given rights in a characteristically American ...",King was jailed in Birmingham for encouraging civil disobedience.,1
Imagine that--fighting and divisiveness in an election.,The parties are getting along well in the election.,0
